locus_name,Consequence,count,CHR,BP
TSPAN14/ANXA11,5_prime_UTR_variant,0,10,80155031
TSPAN14/ANXA11,3_prime_UTR_variant,1,10,80155031
TSPAN14/ANXA11,"3_prime_UTR_variant,NMD_transcript_variant",0,10,80155031
TSPAN14/ANXA11,"intron_variant,non_coding_transcript_variant",1,10,80155031
TSPAN14/ANXA11,intron_variant,1,10,80155031
TSPAN14/ANXA11,downstream_gene_variant,1,10,80155031
TSPAN14/ANXA11,"missense_variant,NMD_transcript_variant",0,10,80155031
TSPAN14/ANXA11,upstream_gene_variant,1,10,80155031
TSPAN14/ANXA11,intergenic_variant,0,10,80155031
TSPAN14/ANXA11,missense_variant,0,10,80155031
TSPAN14/ANXA11,"intron_variant,NMD_transcript_variant",0,10,80155031
SFXN4,intron_variant,1,10,119149916
SFXN4,regulatory_region_variant,1,10,119149916
SFXN4,non_coding_transcript_exon_variant,1,10,119149916
SFXN4,"3_prime_UTR_variant,NMD_transcript_variant",0,10,119149916
SFXN4,5_prime_UTR_variant,1,10,119149916
SFXN4,"5_prime_UTR_variant,NMD_transcript_variant",0,10,119149916
SFXN4,missense_variant,0,10,119149916
SFXN4,"missense_variant,NMD_transcript_variant",0,10,119149916
SFXN4,downstream_gene_variant,1,10,119149916
SFXN4,"intron_variant,NMD_transcript_variant",0,10,119149916
SFXN4,intergenic_variant,0,10,119149916
SFXN4,3_prime_UTR_variant,0,10,119149916
SFXN4,"intron_variant,non_coding_transcript_variant",1,10,119149916
SFXN4,upstream_gene_variant,1,10,119149916
PSEN1,5_prime_UTR_variant,1,14,72956952
PSEN1,"missense_variant,NMD_transcript_variant",0,14,72956952
PSEN1,non_coding_transcript_exon_variant,1,14,72956952
PSEN1,3_prime_UTR_variant,1,14,72956952
PSEN1,missense_variant,0,14,72956952
PSEN1,upstream_gene_variant,1,14,72956952
PSEN1,intergenic_variant,1,14,72956952
PSEN1,intron_variant,1,14,72956952
PSEN1,"intron_variant,non_coding_transcript_variant",1,14,72956952
PSEN1,"intron_variant,NMD_transcript_variant",1,14,72956952
PSEN1,regulatory_region_variant,1,14,72956952
PSEN1,"5_prime_UTR_variant,NMD_transcript_variant",0,14,72956952
PSEN1,"3_prime_UTR_variant,NMD_transcript_variant",1,14,72956952
PSEN1,downstream_gene_variant,1,14,72956952
ETFA/SCAPER/RCN2,5_prime_UTR_variant,0,15,76193625
ETFA/SCAPER/RCN2,"missense_variant,NMD_transcript_variant",0,15,76193625
ETFA/SCAPER/RCN2,non_coding_transcript_exon_variant,1,15,76193625
ETFA/SCAPER/RCN2,intron_variant,1,15,76193625
ETFA/SCAPER/RCN2,missense_variant,0,15,76193625
ETFA/SCAPER/RCN2,upstream_gene_variant,1,15,76193625
ETFA/SCAPER/RCN2,intergenic_variant,0,15,76193625
ETFA/SCAPER/RCN2,"5_prime_UTR_variant,NMD_transcript_variant",0,15,76193625
ETFA/SCAPER/RCN2,downstream_gene_variant,1,15,76193625
ETFA/SCAPER/RCN2,"intron_variant,NMD_transcript_variant",1,15,76193625
ETFA/SCAPER/RCN2,regulatory_region_variant,1,15,76193625
ETFA/SCAPER/RCN2,3_prime_UTR_variant,1,15,76193625
ETFA/SCAPER/RCN2,"3_prime_UTR_variant,NMD_transcript_variant",1,15,76193625
ETFA/SCAPER/RCN2,"intron_variant,non_coding_transcript_variant",1,15,76193625
HP,intergenic_variant,0,16,72045758
HP,non_coding_transcript_exon_variant,0,16,72045758
HP,upstream_gene_variant,1,16,72045758
HP,5_prime_UTR_variant,0,16,72045758
HP,"intron_variant,NMD_transcript_variant",0,16,72045758
HP,regulatory_region_variant,0,16,72045758
HP,missense_variant,0,16,72045758
HP,3_prime_UTR_variant,0,16,72045758
HP,downstream_gene_variant,0,16,72045758
HP,"3_prime_UTR_variant,NMD_transcript_variant",0,16,72045758
HP,"5_prime_UTR_variant,NMD_transcript_variant",0,16,72045758
HP,intron_variant,0,16,72045758
HP,"missense_variant,NMD_transcript_variant",0,16,72045758
HP,"intron_variant,non_coding_transcript_variant",0,16,72045758
SLC7A5,regulatory_region_variant,0,16,87829823
SLC7A5,non_coding_transcript_exon_variant,0,16,87829823
SLC7A5,intron_variant,0,16,87829823
SLC7A5,"intron_variant,NMD_transcript_variant",0,16,87829823
SLC7A5,"3_prime_UTR_variant,NMD_transcript_variant",0,16,87829823
SLC7A5,upstream_gene_variant,0,16,87829823
SLC7A5,3_prime_UTR_variant,0,16,87829823
SLC7A5,intergenic_variant,0,16,87829823
SLC7A5,downstream_gene_variant,1,16,87829823
SLC7A5,"5_prime_UTR_variant,NMD_transcript_variant",0,16,87829823
SLC7A5,5_prime_UTR_variant,0,16,87829823
SLC7A5,"intron_variant,non_coding_transcript_variant",1,16,87829823
SLC7A5,missense_variant,0,16,87829823
SLC7A5,"missense_variant,NMD_transcript_variant",0,16,87829823
ENO3/RABEP1,upstream_gene_variant,1,17,4946479
ENO3/RABEP1,intron_variant,1,17,4946479
ENO3/RABEP1,regulatory_region_variant,1,17,4946479
ENO3/RABEP1,non_coding_transcript_exon_variant,1,17,4946479
ENO3/RABEP1,"3_prime_UTR_variant,NMD_transcript_variant",1,17,4946479
ENO3/RABEP1,downstream_gene_variant,1,17,4946479
ENO3/RABEP1,intergenic_variant,0,17,4946479
ENO3/RABEP1,5_prime_UTR_variant,1,17,4946479
ENO3/RABEP1,"intron_variant,non_coding_transcript_variant",1,17,4946479
ENO3/RABEP1,"5_prime_UTR_variant,NMD_transcript_variant",0,17,4946479
ENO3/RABEP1,"intron_variant,NMD_transcript_variant",0,17,4946479
ENO3/RABEP1,"missense_variant,NMD_transcript_variant",0,17,4946479
ENO3/RABEP1,3_prime_UTR_variant,0,17,4946479
ENO3/RABEP1,missense_variant,0,17,4946479
TOM1L2,intergenic_variant,0,17,17805822
TOM1L2,non_coding_transcript_exon_variant,1,17,17805822
TOM1L2,5_prime_UTR_variant,0,17,17805822
TOM1L2,missense_variant,0,17,17805822
TOM1L2,upstream_gene_variant,1,17,17805822
TOM1L2,3_prime_UTR_variant,1,17,17805822
TOM1L2,"3_prime_UTR_variant,NMD_transcript_variant",0,17,17805822
TOM1L2,regulatory_region_variant,1,17,17805822
TOM1L2,"intron_variant,NMD_transcript_variant",0,17,17805822
TOM1L2,"5_prime_UTR_variant,NMD_transcript_variant",0,17,17805822
TOM1L2,intron_variant,1,17,17805822
TOM1L2,downstream_gene_variant,1,17,17805822
TOM1L2,"missense_variant,NMD_transcript_variant",0,17,17805822
TOM1L2,"intron_variant,non_coding_transcript_variant",1,17,17805822
PHB1,intergenic_variant,0,17,49406641
PHB1,"5_prime_UTR_variant,NMD_transcript_variant",0,17,49406641
PHB1,5_prime_UTR_variant,0,17,49406641
PHB1,"intron_variant,NMD_transcript_variant",1,17,49406641
PHB1,upstream_gene_variant,1,17,49406641
PHB1,3_prime_UTR_variant,0,17,49406641
PHB1,non_coding_transcript_exon_variant,0,17,49406641
PHB1,missense_variant,0,17,49406641
PHB1,"missense_variant,NMD_transcript_variant",0,17,49406641
PHB1,regulatory_region_variant,1,17,49406641
PHB1,"3_prime_UTR_variant,NMD_transcript_variant",0,17,49406641
PHB1,downstream_gene_variant,1,17,49406641
PHB1,intron_variant,1,17,49406641
PHB1,"intron_variant,non_coding_transcript_variant",1,17,49406641
SLC44A2/CARM1,intergenic_variant,0,19,10634131
SLC44A2/CARM1,upstream_gene_variant,1,19,10634131
SLC44A2/CARM1,5_prime_UTR_variant,0,19,10634131
SLC44A2/CARM1,"missense_variant,NMD_transcript_variant",0,19,10634131
SLC44A2/CARM1,non_coding_transcript_exon_variant,1,19,10634131
SLC44A2/CARM1,3_prime_UTR_variant,1,19,10634131
SLC44A2/CARM1,"intron_variant,NMD_transcript_variant",1,19,10634131
SLC44A2/CARM1,missense_variant,0,19,10634131
SLC44A2/CARM1,regulatory_region_variant,1,19,10634131
SLC44A2/CARM1,"5_prime_UTR_variant,NMD_transcript_variant",0,19,10634131
SLC44A2/CARM1,"3_prime_UTR_variant,NMD_transcript_variant",0,19,10634131
SLC44A2/CARM1,downstream_gene_variant,1,19,10634131
SLC44A2/CARM1,intron_variant,1,19,10634131
SLC44A2/CARM1,"intron_variant,non_coding_transcript_variant",1,19,10634131
FAM98C,intergenic_variant,0,19,38401399
FAM98C,"intron_variant,NMD_transcript_variant",0,19,38401399
FAM98C,3_prime_UTR_variant,0,19,38401399
FAM98C,downstream_gene_variant,0,19,38401399
FAM98C,non_coding_transcript_exon_variant,1,19,38401399
FAM98C,"missense_variant,NMD_transcript_variant",0,19,38401399
FAM98C,missense_variant,0,19,38401399
FAM98C,"intron_variant,non_coding_transcript_variant",0,19,38401399
FAM98C,upstream_gene_variant,1,19,38401399
FAM98C,"3_prime_UTR_variant,NMD_transcript_variant",0,19,38401399
FAM98C,5_prime_UTR_variant,0,19,38401399
FAM98C,regulatory_region_variant,1,19,38401399
FAM98C,intron_variant,0,19,38401399
FAM98C,"5_prime_UTR_variant,NMD_transcript_variant",0,19,38401399
ARSA,non_coding_transcript_exon_variant,0,22,50625988
ARSA,upstream_gene_variant,1,22,50625988
ARSA,5_prime_UTR_variant,0,22,50625988
ARSA,intergenic_variant,0,22,50625988
ARSA,"intron_variant,NMD_transcript_variant",0,22,50625988
ARSA,"3_prime_UTR_variant,NMD_transcript_variant",0,22,50625988
ARSA,3_prime_UTR_variant,0,22,50625988
ARSA,downstream_gene_variant,1,22,50625988
ARSA,missense_variant,1,22,50625988
ARSA,intron_variant,0,22,50625988
ARSA,"5_prime_UTR_variant,NMD_transcript_variant",0,22,50625988
ARSA,"intron_variant,non_coding_transcript_variant",0,22,50625988
ARSA,regulatory_region_variant,0,22,50625988
ARSA,"missense_variant,NMD_transcript_variant",0,22,50625988
